Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
YNL120C	YNL120C	YNL120C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae, but likely due to effects on the overlapping gene [Source:SGD;Acc:S000005064]"
YNL121C	YNL121C	YNL121C	TOM70	"Component of the TOM (translocase of outer membrane) complex; involved in the recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins; TOM70 has a paralog, TOM71, that arose from the whole genome duplication [Source:SGD;Acc:S000005065]"
YNL122C	YNL122C	YNL122C		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL122C is not an essential gene [Source:SGD;Acc:S000005066]
YNL123W	YNL123W	YNL123W	NMA111	Serine protease and general molecular chaperone; involved in response to heat stress and promotion of apoptosis; may contribute to lipid homeostasis; sequence similarity to the mammalian Omi/HtrA2 family of serine proteases [Source:SGD;Acc:S000005067]
YNL124W	YNL124W	YNL124W	NAF1	RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p [Source:SGD;Acc:S000005068]
YNL125C	YNL125C	YNL125C	ESBP6	"Protein with similarity to monocarboxylate permeases; appears not to be involved in transport of monocarboxylates such as lactate, pyruvate or acetate across the plasma membrane [Source:SGD;Acc:S000005069]"
YNL126W	YNL126W	YNL126W	SPC98	Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque [Source:SGD;Acc:S000005070]
YNL127W	YNL127W	YNL127W	FAR11	"Protein involved in recovery from cell cycle arrest; acts in response to pheromone; also involved in regulation of intra-S DNA damage checkpoint and autophagy; is essential for dephosphorylation of Atg13p; interacts with Far3p, Far7p, Far8p, Far9p, Far10p and with the phosphatases Pph21p, Pph22p and Pph3p; has similarity to the N- and C-termini of N. crassa HAM-2; similar to human Fam40A and Fam40B [Source:SGD;Acc:S000005071]"
YNL128W	YNL128W	YNL128W	TEP1	PTEN homolog with no demonstrated inositol lipid phosphatase activity; plays a role in normal sporulation; homolog of human tumor suppressor gene PTEN/MMAC1/TEP1 and fission yeast ptn1 [Source:SGD;Acc:S000005072]
YNL129W	YNL129W	YNL129W	NRK1	Nicotinamide riboside kinase; catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis [Source:SGD;Acc:S000005073]
YNL130C	YNL130C	YNL130C	CPT1	"Cholinephosphotransferase; required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription; CPT1 has a paralog, EPT1, that arose from the whole genome duplication [Source:SGD;Acc:S000005074]"
YNL130C-A	YNL130C-A	YNL130C-A	DGR1	Protein of unknown function; dgr1 null mutant is resistant to 2-deoxy-D-glucose [Source:SGD;Acc:S000028579]
YNL131W	YNL131W	YNL131W	TOM22	Component of the TOM (Translocase of Outer Membrane) complex; responsible for initial import of mitochondrially directed proteins; mediates interaction between TOM and TIM complexes and acts as a receptor for precursor proteins [Source:SGD;Acc:S000005075]
YNL132W	YNL132W	YNL132W	KRE33	"Protein required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10, the human homolog, implicated in several types of cancer and premature aging. [Source:SGD;Acc:S000005076]"
YNL133C	YNL133C	YNL133C	FYV6	Protein of unknown function; required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining [Source:SGD;Acc:S000005077]
YNL134C	YNL134C	YNL134C		Protein of unknown function; similar to dehydrogenases from other model organisms; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005078]
YNL135C	YNL135C	YNL135C	FPR1	Peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function; N-terminally propionylated in vivo [Source:SGD;Acc:S000005079]
YNL136W	YNL136W	YNL136W	EAF7	Subunit of the NuA4 histone acetyltransferase complex; NuA4 acetylates the N-terminal tails of histones H4 and H2A [Source:SGD;Acc:S000005080]
YNL137C	YNL137C	YNL137C	NAM9	Mitochondrial ribosomal component of the small subunit [Source:SGD;Acc:S000005081]
YNL138W	YNL138W	YNL138W	SRV2	"CAP (cyclase-associated protein); N-terminus binds adenylate cyclase and facilitates activation by RAS; N-terminus forms novel hexameric star-shaped shuriken structures that directly catalyze cofilin-mediated severing of actin filaments; C-terminus, in physically and genetically separate activity, binds and recycles cofilin bound, ADP-actin monomers, facilitating regulation of actin dynamics and cell morphogenesis [Source:SGD;Acc:S000005082]"
YNL138W-A	YNL138W-A	YNL138W-A	YSF3	Component of the SF3b subcomplex of the U2 snRNP; essential protein required for for splicing and for assembly of SF3b [Source:SGD;Acc:S000028509]
YNL139C	YNL139C	YNL139C	THO2	Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids [Source:SGD;Acc:S000005083]
YNL140C	YNL140C	YNL140C		Protein of unknown function; expressed at both mRNA and protein levels; partially overlaps THO2/YNL139C [Source:SGD;Acc:S000005084]
YNL141W	YNL141W	YNL141W	AAH1	Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome [Source:SGD;Acc:S000005085]
YNL142W	YNL142W	YNL142W	MEP2	Ammonium permease involved in regulation of pseudohyphal growth; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation [Source:SGD;Acc:S000005086]
YNL143C	YNL143C	YNL143C		Protein of unknown function; expressed at both mRNA and protein levels [Source:SGD;Acc:S000005087]
YNL144C	YNL144C	YNL144C		"Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog, YHR131C, that arose from the whole genome duplication [Source:SGD;Acc:S000005088]"
YNL144W-A	YNL144W-A	YNL144W-A		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YNL144C [Source:SGD;Acc:S000028702]"
YNL145W	YNL145W	YNL145W	MFA2	"Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification, N-terminal proteolysis, and export; also encoded by MFA1 [Source:SGD;Acc:S000005089]"
YNL146C-A	YNL146C-A	YNL146C-A		Putative protein of unknown function [Source:SGD;Acc:S000028851]
YNL146W	YNL146W	YNL146W		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNL146W is not an essential gene [Source:SGD;Acc:S000005090]
YNL147W	YNL147W	YNL147W	LSM7	"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress [Source:SGD;Acc:S000005091]"
YNL148C	YNL148C	YNL148C	ALF1	Alpha-tubulin folding protein; similar to mammalian cofactor B; Alf1p-GFP localizes to cytoplasmic microtubules; required for the folding of alpha-tubulin and may play an additional role in microtubule maintenance [Source:SGD;Acc:S000005092]
YNL149C	YNL149C	YNL149C	PGA2	Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect [Source:SGD;Acc:S000005093]
YNL150W	YNL150W	YNL150W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensive overlap with PGA2/YNL149C, an uncharacterized gene with a proposed role in protein trafficking [Source:SGD;Acc:S000005094]"
YNL151C	YNL151C	YNL151C	RPC31	RNA polymerase III subunit C31 [Source:SGD;Acc:S000005095]
YNL152W	YNL152W	YNL152W	INN1	"Essential protein that associates with contractile actomyosin ring; required for ingression of the plasma membrane into the bud neck during cytokinesis; C2 domain, a membrane targeting module, is required for function; activates chitin synthase activity of Chs2p during cytokinesis [Source:SGD;Acc:S000005096]"
YNL153C	YNL153C	YNL153C	GIM3	Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation [Source:SGD;Acc:S000005097]
YNL154C	YNL154C	YNL154C	YCK2	"Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis, proper septin assembly, endocytic trafficking, and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen, causing glucose repression of respiratory metabolism; YCK2 has a paralog, YCK1, that arose from the whole genome duplication [Source:SGD;Acc:S000005098]"
YNL155W	YNL155W	YNL155W	CUZ1	"Protein with a role in the ubiquitin-proteasome pathway; interacts with ubiquitinated protein, Cdc48p and the proteasomal regulatory particle; may protect cells from trivalent metalloid induced proteotoxicity; contains a PACE promoter element and is co-regulated with proteasome subunit genes; AN1-type zinc finger protein, with DHHC and ubiquitin-like domains (UBL); ortholog of ZFAND1, a human gene linked to cancer; protein abundance increases under DNA replication stress [Source:SGD;Acc:S000005099]"
YNL156C	YNL156C	YNL156C	NSG2	"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins; NSG2 has a paralog, NSG1, that arose from the whole genome duplication [Source:SGD;Acc:S000005100]"
YNL157W	YNL157W	YNL157W	IGO1	"Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO1 has a paralog, IGO2, that arose from the whole genome duplication [Source:SGD;Acc:S000005101]"
YNL158W	YNL158W	YNL158W	PGA1	Essential component of GPI-mannosyltransferase II; complex is responsible for second mannose addition to GPI precursors as a partner of Gpi18p; required for maturation of Gas1p and Pho8p; has synthetic genetic interactions with secretory pathway genes [Source:SGD;Acc:S000005102]
YNL159C	YNL159C	YNL159C	ASI2	Subunit of the nuclear inner membrane Asi ubiquitin ligase complex; Asi complex targets both misfolded proteins and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signalling by targeting latent unprocessed forms of Stp1p and Stp2p and maintains the repressed state of gene expression in the absence of inducing amino acids [Source:SGD;Acc:S000005103]
YNL160W	YNL160W	YNL160W	YGP1	"Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; YGP1 has a paralog, SPS100, that arose from the whole genome duplication [Source:SGD;Acc:S000005104]"
YNL161W	YNL161W	YNL161W	CBK1	"Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis, polarized growth, and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000005105]"
YNL162W	YNL162W	YNL162W	RPL42A	"Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication [Source:SGD;Acc:S000005106]"
YNL162W-A	YNL162W-A	YNL162W-A		Putative protein of unknown function; identified by homology [Source:SGD;Acc:S000007624]
YNL163C	YNL163C	YNL163C	RIA1	"Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p, a guanine nucleotide exchange factor (GEF), promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes [Source:SGD;Acc:S000005107]"
YNL164C	YNL164C	YNL164C	IBD2	Component of the BUB2-dependent spindle checkpoint pathway; interacts with Bfa1p and functions upstream of Bub2p and Bfa1p [Source:SGD;Acc:S000005108]
YNL165W	YNL165W	YNL165W		Putative protein of unknown function; YNL165W is not an essential gene [Source:SGD;Acc:S000005109]
YNL166C	YNL166C	YNL166C	BNI5	"Protein involved in organization of septins at the mother-bud neck; may interact directly with the Cdc11p septin, localizes to bud neck in a septin-dependent manner [Source:SGD;Acc:S000005110]"
YNL167C	YNL167C	YNL167C	SKO1	Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses [Source:SGD;Acc:S000005111]
YNL168C	YNL168C	YNL168C	FMP41	"Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000005112]"
YNL169C	YNL169C	YNL169C	PSD1	Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space [Source:SGD;Acc:S000005113]
YNL170W	YNL170W	YNL170W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005114]"
YNL171C	YNL171C	YNL171C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005115]"
YNL172W	YNL172W	YNL172W	APC1	"Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress [Source:SGD;Acc:S000005116]"
YNL173C	YNL173C	YNL173C	MDG1	"Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog, CRP1, that arose from the whole genome duplication [Source:SGD;Acc:S000005117]"
YNL174W	YNL174W	YNL174W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene NOP13/YNL175C [Source:SGD;Acc:S000005118]"
YNL175C	YNL175C	YNL175C	NOP13	Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM); relative distribution to the nucleolus increases upon DNA replication stress [Source:SGD;Acc:S000005119]
YNL176C	YNL176C	YNL176C	TDA7	"Cell cycle-regulated gene of unknown function; promoter bound by Fkh2p; null mutant is sensitive to expression of the top1-T722A allele; TDA7 has a paralog, YDL211C, that arose from the whole genome duplication [Source:SGD;Acc:S000005120]"
YNL177C	YNL177C	YNL177C	MRPL22	Mitochondrial ribosomal protein of the large subunit [Source:SGD;Acc:S000005121]
YNL178W	YNL178W	YNL178W	RPS3	Protein component of the small (40S) ribosomal subunit; has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; homologous to mammalian ribosomal protein S3 and bacterial S3 [Source:SGD;Acc:S000005122]
YNL179C	YNL179C	YNL179C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; deletion in cyr1 mutant results in loss of stress resistance [Source:SGD;Acc:S000005123]"
YNL180C	YNL180C	YNL180C	RHO5	Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity [Source:SGD;Acc:S000005124]
YNL181W	YNL181W	YNL181W		Putative oxidoreductase; required for cell viability [Source:SGD;Acc:S000005125]
YNL182C	YNL182C	YNL182C	IPI3	"Component of the Rix1 complex and pre-replicative complexes (pre-RCs); required for processing of ITS2 sequences from 35S pre-rRNA; component of the pre-60S ribosomal particle with the dynein-related AAA-type ATPase Mdn1p; required for pre-RC formation and maintenance during DNA replication licensing; highly conserved protein which contains several WD40 motifs; IPI3 is an essential gene; other members include Rix1p, Ipi1p, and Ipi3p [Source:SGD;Acc:S000005126]"
YNL183C	YNL183C	YNL183C	NPR1	"Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis through phosphorylation of Ldb19p, which prevents its association with the plasma membrane; Npr1p activity is negatively regulated via phosphorylation by the TOR complex; NPR1 has a paralog, PRR2, that arose from the whole genome duplication [Source:SGD;Acc:S000005127]"
YNL184C	YNL184C	YNL184C		Protein of unknown function; expressed at both mRNA and protein levels [Source:SGD;Acc:S000005128]
YNL185C	YNL185C	YNL185C	MRPL19	Mitochondrial ribosomal protein of the large subunit [Source:SGD;Acc:S000005129]
YNL186W	YNL186W	YNL186W	UBP10	"Ubiquitin-specific protease, deubiquitinates Ub-protein moieties; interacts with proteins that function in rRNA production and ribosome biogenesis; stabilizes Rpa190p, the largest subunit of RNAP I, by mediating its deubiquitination; controls PCNA deubiquitylation; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p and possibly other transporters; localized to the nucleolus; human USP36 is a functional analog of Ubp10p [Source:SGD;Acc:S000005130]"
YNL187W	YNL187W	YNL187W	SWT21	Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats [Source:SGD;Acc:S000005131]
YNL188W	YNL188W	YNL188W	KAR1	Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in spindle pole body duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene [Source:SGD;Acc:S000005132]
YNL189W	YNL189W	YNL189W	SRP1	"Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation [Source:SGD;Acc:S000005133]"
YNL190W	YNL190W	YNL190W		Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site [Source:SGD;Acc:S000005134]
YNL191W	YNL191W	YNL191W	DUG3	Component of glutamine amidotransferase (GATase II); forms a complex with Dug2p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p) [Source:SGD;Acc:S000005135]
YNL192W	YNL192W	YNL192W	CHS1	Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor [Source:SGD;Acc:S000005136]
YNL193W	YNL193W	YNL193W		Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis [Source:SGD;Acc:S000005137]
YNL194C	YNL194C	YNL194C		"Integral membrane protein; required for sporulation and plasma membrane sphingolipid content; similar to SUR7; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; GFP-fusion protein is more abundant at MCCs (membrane compartment occupied by Can1) in the presence of glycerol and oleate; YNL194C has a paralog, FMP45, that arose from the whole genome duplication [Source:SGD;Acc:S000005138]"
YNL195C	YNL195C	YNL195C		"Protein of unknown function; shares a promoter with YNL194C; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YNL195C has a paralog, HBT1, that arose from the whole genome duplication [Source:SGD;Acc:S000005139]"
YNL196C	YNL196C	YNL196C	SLZ1	Sporulation-specific protein with a leucine zipper motif; subunit of the MIS complex which controls mRNA methylation during during the induction of sporulation [Source:SGD;Acc:S000005140]
YNL197C	YNL197C	YNL197C	WHI3	"RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; regulates genes involved in the cell cycle, sister chromatid cohesion, and stress response; acts as a cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start; Tpk1p (PKA) mediated phosphorylation (S568) inhibits Whi3p function, decreasing its interaction with CLN3 mRNA; regulates ploidy [Source:SGD;Acc:S000005141]"
YNL198C	YNL198C	YNL198C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005142]"
YNL199C	YNL199C	YNL199C	GCR2	Transcriptional activator of genes involved in glycolysis; interacts and functions with the DNA-binding protein Gcr1p [Source:SGD;Acc:S000005143]
YNL200C	YNL200C	YNL200C		"NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes, prokaryotes and archaea; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000005144]"
YNL201C	YNL201C	YNL201C	PSY2	"Subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form the active complex, Psy4p may provide additional substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3 [Source:SGD;Acc:S000005145]"
YNL202W	YNL202W	YNL202W	SPS19	"Peroxisomal 2,4-dienoyl-CoA reductase; auxiliary enzyme of fatty acid beta-oxidation; homodimeric enzyme required for growth and sporulation on petroselineate medium; expression induced during late sporulation and in the presence of oleate [Source:SGD;Acc:S000005146]"
YNL203C	YNL203C	YNL203C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005147]"
YNL204C	YNL204C	YNL204C	SPS18	"Protein of unknown function, contains a putative zinc-binding domain; expressed during sporulation; SPS18 has a paralog, GCS1, that arose from the whole genome duplication [Source:SGD;Acc:S000005148]"
YNL205C	YNL205C	YNL205C		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005149]"
YNL206C	YNL206C	YNL206C	RTT106	Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1) [Source:SGD;Acc:S000005150]
YNL207W	YNL207W	YNL207W	RIO2	Essential serine kinase involved in the processing of 20S pre-rRNA; involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p [Source:SGD;Acc:S000005151]
YNL208W	YNL208W	YNL208W		"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi [Source:SGD;Acc:S000005152]"
YNL209W	YNL209W	YNL209W	SSB2	"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication [Source:SGD;Acc:S000005153]"
YNL210W	YNL210W	YNL210W	MER1	"mRNA-binding protein required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination; Mer1p regulon embraces four essential meiotic pre-mRNAs: REC107, HFM1, AMA1 and SPO22 [Source:SGD;Acc:S000005154]"
YNL211C	YNL211C	YNL211C		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene [Source:SGD;Acc:S000005155]
YNL212W	YNL212W	YNL212W	VID27	"Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth [Source:SGD;Acc:S000005156]"
YNL213C	YNL213C	YNL213C	RRG9	"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000005157]"
YNL214W	YNL214W	YNL214W	PEX17	Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis [Source:SGD;Acc:S000005158]
YNL215W	YNL215W	YNL215W	IES2	Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005159]
YNL216W	YNL216W	YNL216W	RAP1	"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation and repression, chromatin silencing, and telomere length maintenance; relocalizes to the cytosol in response to hypoxia; conserved protein with an N-terminal BRCT domain, a central region with homology to the Myb DNA binding domain, and a C-terminal Rap1-specific protein-interaction domain (RCT domain) [Source:SGD;Acc:S000005160]"
YNL217W	YNL217W	YNL217W		Putative protein of unknown function; weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases; (GFP)-fusion protein localizes to the vacuole; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate [Source:SGD;Acc:S000005161]
YNL218W	YNL218W	YNL218W	MGS1	Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress [Source:SGD;Acc:S000005162]
YNL219C	YNL219C	YNL219C	ALG9	"Mannosyltransferase, involved in N-linked glycosylation; catalyzes both the transfer of seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; mutation of the human ortholog causes type 1 congenital disorders of glycosylation [Source:SGD;Acc:S000005163]"
YNL220W	YNL220W	YNL220W	ADE12	Adenylosuccinate synthase; catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence [Source:SGD;Acc:S000005164]
YNL221C	YNL221C	YNL221C	POP1	"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; binds to the RPR1 RNA subunit in RNase P [Source:SGD;Acc:S000005165]"
YNL222W	YNL222W	YNL222W	SSU72	Phosphatase and transcription/RNA-processing factor; associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 and serine-7 of the RNA polymerase II C-terminal domain; affects start site selection and transcriptional read through in vivo [Source:SGD;Acc:S000005166]
YNL223W	YNL223W	YNL223W	ATG4	Conserved cysteine protease required for autophagy; cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation [Source:SGD;Acc:S000005167]
YNL224C	YNL224C	YNL224C	SQS1	Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress [Source:SGD;Acc:S000005168]
YNL225C	YNL225C	YNL225C	CNM67	"Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog, ADY3, that arose from the whole genome duplication [Source:SGD;Acc:S000005169]"
YNL226W	YNL226W	YNL226W		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene JJJ1/YNL227C [Source:SGD;Acc:S000005170]"
