Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name	Description
ENSRNOP00000074764	ENSRNOT00000089836	ENSRNOG00000052287	Bsph1	binder of sperm protein homolog 1 [Source:MGI Symbol;Acc:MGI:2685613]
ENSRNOP00000074765	ENSRNOT00000087476	ENSRNOG00000060405	AABR07017922.1	
ENSRNOP00000074766	ENSRNOT00000083528	ENSRNOG00000005434	Sptbn1	"spectrin, beta, non-erythrocytic 1 [Source:RGD Symbol;Acc:727922]"
ENSRNOP00000074767	ENSRNOT00000084177	ENSRNOG00000059491	Fgd4	"FYVE, RhoGEF and PH domain containing 4 [Source:RGD Symbol;Acc:708357]"
ENSRNOP00000074768	ENSRNOT00000089609	ENSRNOG00000054277	Capsl	calcyphosine-like [Source:RGD Symbol;Acc:1308776]
ENSRNOP00000074769	ENSRNOT00000091810	ENSRNOG00000053061	Ubl4a	ubiquitin-like 4A [Source:RGD Symbol;Acc:1563983]
ENSRNOP00000074770	ENSRNOT00000085815	ENSRNOG00000055919	AABR07022303.1	
ENSRNOP00000074771	ENSRNOT00000084446	ENSRNOG00000029735	Pid1	phosphotyrosine interaction domain containing 1 [Source:RGD Symbol;Acc:1560766]
ENSRNOP00000074772	ENSRNOT00000080940	ENSRNOG00000019963	Spats1	"spermatogenesis associated, serine-rich 1 [Source:RGD Symbol;Acc:631367]"
ENSRNOP00000074773	ENSRNOT00000091110	ENSRNOG00000058420	AABR07006033.1	
ENSRNOP00000074774	ENSRNOT00000083428	ENSRNOG00000061111	Olr1499	olfactory receptor 1499 [Source:RGD Symbol;Acc:1333585]
ENSRNOP00000074775	ENSRNOT00000080340	ENSRNOG00000051507	Azin2	antizyme inhibitor 2 [Source:RGD Symbol;Acc:1564776]
ENSRNOP00000074776	ENSRNOT00000082586	ENSRNOG00000022694	Plekhg5	"pleckstrin homology domain containing, family G (with RhoGef domain) member 5 [Source:RGD Symbol;Acc:1303132]"
ENSRNOP00000074777	ENSRNOT00000084116	ENSRNOG00000051973	AABR07052846.1	
ENSRNOP00000074778	ENSRNOT00000079247	ENSRNOG00000003136	Fcrla	Fc receptor-like A [Source:RGD Symbol;Acc:1306176]
ENSRNOP00000074779	ENSRNOT00000086622	ENSRNOG00000058909	Rps9	ribosomal protein S9 [Source:RGD Symbol;Acc:619889]
ENSRNOP00000074780	ENSRNOT00000088656	ENSRNOG00000061424	Map3k3	mitogen activated protein kinase kinase kinase 3 [Source:RGD Symbol;Acc:1304575]
ENSRNOP00000074781	ENSRNOT00000080183	ENSRNOG00000057470	Pla2g12a	"phospholipase A2, group XIIA [Source:RGD Symbol;Acc:1304662]"
ENSRNOP00000074782	ENSRNOT00000091655	ENSRNOG00000056059		
ENSRNOP00000074783	ENSRNOT00000087940	ENSRNOG00000008986	Diaph3	diaphanous-related formin 3 [Source:RGD Symbol;Acc:1593287]
ENSRNOP00000074784	ENSRNOT00000084242	ENSRNOG00000054165	AABR07063281.1	
ENSRNOP00000074785	ENSRNOT00000087576	ENSRNOG00000016256	Myo9b	myosin IXb [Source:RGD Symbol;Acc:3146]
ENSRNOP00000074786	ENSRNOT00000080291	ENSRNOG00000007713	Tmcc3	transmembrane and coiled-coil domain family 3 [Source:RGD Symbol;Acc:1307241]
ENSRNOP00000074787	ENSRNOT00000091476	ENSRNOG00000001312	Pdgfa	platelet-derived growth factor alpha polypeptide [Source:RGD Symbol;Acc:3282]
ENSRNOP00000074788	ENSRNOT00000089178	ENSRNOG00000059059	Skp2	"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:1562456]"
ENSRNOP00000074789	ENSRNOT00000079648	ENSRNOG00000052063	AC132539.1	
ENSRNOP00000074790	ENSRNOT00000078998	ENSRNOG00000053859	Ranbp6	RAN binding protein 6 [Source:RGD Symbol;Acc:1305165]
ENSRNOP00000074791	ENSRNOT00000089722	ENSRNOG00000054572	AABR07026361.2	
ENSRNOP00000074792	ENSRNOT00000077899	ENSRNOG00000054474	Mastl	microtubule associated serine/threonine kinase-like [Source:RGD Symbol;Acc:1309186]
ENSRNOP00000074793	ENSRNOT00000091390	ENSRNOG00000058490	AABR07044362.1	
ENSRNOP00000074794	ENSRNOT00000086194	ENSRNOG00000020601	Hmg20b	high mobility group 20 B [Source:RGD Symbol;Acc:1309235]
ENSRNOP00000074795	ENSRNOT00000078179	ENSRNOG00000057703	Cabp7	calcium binding protein 7 [Source:RGD Symbol;Acc:1359269]
ENSRNOP00000074796	ENSRNOT00000091201	ENSRNOG00000057690	LOC102557184	histone H4-like [Source:RGD Symbol;Acc:7534527]
ENSRNOP00000074797	ENSRNOT00000089029	ENSRNOG00000053680	Kansl1	KAT8 regulatory NSL complex subunit 1 [Source:MGI Symbol;Acc:MGI:1923969]
ENSRNOP00000074798	ENSRNOT00000091103	ENSRNOG00000060136	AABR07002351.2	
ENSRNOP00000074799	ENSRNOT00000088622	ENSRNOG00000016589	Mlf2	myeloid leukemia factor 2 [Source:RGD Symbol;Acc:1306294]
ENSRNOP00000074800	ENSRNOT00000085487	ENSRNOG00000013089	Kif13b	kinesin family member 13B [Source:RGD Symbol;Acc:1303307]
ENSRNOP00000074801	ENSRNOT00000083698	ENSRNOG00000054423	Pemt	phosphatidylethanolamine N-methyltransferase [Source:RGD Symbol;Acc:3297]
ENSRNOP00000074802	ENSRNOT00000084046	ENSRNOG00000053231	LOC103694872	"coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial [Source:RGD Symbol;Acc:9377836]"
ENSRNOP00000074803	ENSRNOT00000086969	ENSRNOG00000002436	Mmd	monocyte to macrophage differentiation-associated [Source:RGD Symbol;Acc:1592079]
ENSRNOP00000074804	ENSRNOT00000089498	ENSRNOG00000057572	Vom1r79	vomeronasal 1 receptor 79 [Source:RGD Symbol;Acc:1359257]
ENSRNOP00000074805	ENSRNOT00000089334	ENSRNOG00000007033	Sorcs2	sortilin-related VPS10 domain containing receptor 2 [Source:RGD Symbol;Acc:1310621]
ENSRNOP00000074806	ENSRNOT00000082421	ENSRNOG00000060793	Eif2s3	"eukaryotic translation initiation factor 2, subunit 3 gamma [Source:RGD Symbol;Acc:1561279]"
ENSRNOP00000074807	ENSRNOT00000090268	ENSRNOG00000054446	Sltm	"SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]"
ENSRNOP00000074808	ENSRNOT00000084309	ENSRNOG00000014289	Arpc2	"actin related protein 2/3 complex, subunit 2 [Source:RGD Symbol;Acc:1305848]"
ENSRNOP00000074809	ENSRNOT00000090552	ENSRNOG00000055314	Msrb1	methionine sulfoxide reductase B1 [Source:RGD Symbol;Acc:1583243]
ENSRNOP00000074810	ENSRNOT00000077709	ENSRNOG00000054269	AABR07017597.2	
ENSRNOP00000074811	ENSRNOT00000079044	ENSRNOG00000016722	Xpo6	exportin 6 [Source:RGD Symbol;Acc:1311491]
ENSRNOP00000074812	ENSRNOT00000089162	ENSRNOG00000056553	Rdh12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis) [Source:RGD Symbol;Acc:1310462]
ENSRNOP00000074813	ENSRNOT00000085581	ENSRNOG00000014524	S1pr3	sphingosine-1-phosphate receptor 3 [Source:RGD Symbol;Acc:1583843]
ENSRNOP00000074814	ENSRNOT00000090211	ENSRNOG00000008604	Nsfl1c	NSFL1 (p97) cofactor (p47) [Source:RGD Symbol;Acc:619952]
ENSRNOP00000074815	ENSRNOT00000091724	ENSRNOG00000061643	LOC686180	similar to olfactory receptor 1085 [Source:RGD Symbol;Acc:1585422]
ENSRNOP00000074816	ENSRNOT00000089544	ENSRNOG00000061499	Prkag1	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:RGD Symbol;Acc:3388]"
ENSRNOP00000074817	ENSRNOT00000087274	ENSRNOG00000000875	Fhl1	four and a half LIM domains 1 [Source:RGD Symbol;Acc:2615]
ENSRNOP00000074818	ENSRNOT00000077725	ENSRNOG00000033164	Cyp2b3	"cytochrome P450, family 2, subfamily b, polypeptide 3 [Source:RGD Symbol;Acc:628627]"
ENSRNOP00000074819	ENSRNOT00000083552	ENSRNOG00000053122	Scn1a	"sodium channel, voltage-gated, type I, alpha subunit [Source:RGD Symbol;Acc:69364]"
ENSRNOP00000074820	ENSRNOT00000090629	ENSRNOG00000020578	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) [Source:RGD Symbol;Acc:67396]
ENSRNOP00000074821	ENSRNOT00000082079	ENSRNOG00000030247	Ankhd1	ankyrin repeat and KH domain containing 1 [Source:RGD Symbol;Acc:4892133]
ENSRNOP00000074822	ENSRNOT00000082642	ENSRNOG00000014869	Wdr31	WD repeat domain 31 [Source:RGD Symbol;Acc:1309367]
ENSRNOP00000074823	ENSRNOT00000087359	ENSRNOG00000049639	LOC100909784	leiomodin-2-like [Source:RGD Symbol;Acc:6501529]
ENSRNOP00000074824	ENSRNOT00000082132	ENSRNOG00000009205	Lmo4	LIM domain only 4 [Source:RGD Symbol;Acc:1305670]
ENSRNOP00000074825	ENSRNOT00000083171	ENSRNOG00000060572	Tlk1	tousled-like kinase 1 [Source:RGD Symbol;Acc:1310370]
ENSRNOP00000074826	ENSRNOT00000084164	ENSRNOG00000054439	Tmem225	transmembrane protein 225 [Source:RGD Symbol;Acc:1562358]
ENSRNOP00000074827	ENSRNOT00000079786	ENSRNOG00000042224	Cyp2j10	"cytochrome P450, family 2, subfamily j, polypeptide 10 [Source:RGD Symbol;Acc:1563215]"
ENSRNOP00000074828	ENSRNOT00000077513	ENSRNOG00000051457	LOC685463	similar to Ral guanine nucleotide dissociation stimulator (RalGEF) (RalGDS) [Source:RGD Symbol;Acc:1593794]
ENSRNOP00000074829	ENSRNOT00000082008	ENSRNOG00000019179	Ggta1	"glycoprotein, alpha-galactosyltransferase 1 [Source:RGD Symbol;Acc:629476]"
ENSRNOP00000074830	ENSRNOT00000085325	ENSRNOG00000018395	Usp40	ubiquitin specific peptidase 40 [Source:RGD Symbol;Acc:1309613]
ENSRNOP00000074831	ENSRNOT00000085045	ENSRNOG00000060144	Ankle2	ankyrin repeat and LEM domain containing 2 [Source:RGD Symbol;Acc:1310191]
ENSRNOP00000074832	ENSRNOT00000089085	ENSRNOG00000059022	AABR07017768.5	
ENSRNOP00000074833	ENSRNOT00000081488	ENSRNOG00000037188	LOC297568	alpha-1-inhibitor III [Source:RGD Symbol;Acc:1584999]
ENSRNOP00000074834	ENSRNOT00000077313	ENSRNOG00000052687	Megf8	multiple EGF-like-domains 8 [Source:RGD Symbol;Acc:621190]
ENSRNOP00000074835	ENSRNOT00000078074	ENSRNOG00000061146	Gar1	"GAR1 homolog, ribonucleoprotein [Source:RGD Symbol;Acc:1563995]"
ENSRNOP00000074836	ENSRNOT00000081883	ENSRNOG00000004165	Prkd1	protein kinase D1 [Source:RGD Symbol;Acc:620964]
ENSRNOP00000074837	ENSRNOT00000085684	ENSRNOG00000056458	Cep290	centrosomal protein 290 [Source:RGD Symbol;Acc:1311640]
ENSRNOP00000074838	ENSRNOT00000077624	ENSRNOG00000012247	Rab7a	"RAB7A, member RAS oncogene family [Source:RGD Symbol;Acc:61908]"
ENSRNOP00000074839	ENSRNOT00000086864	ENSRNOG00000013505	Vdac2	voltage-dependent anion channel 2 [Source:RGD Symbol;Acc:621576]
ENSRNOP00000074840	ENSRNOT00000082442	ENSRNOG00000013971	Psat1	phosphoserine aminotransferase 1 [Source:RGD Symbol;Acc:735170]
ENSRNOP00000074841	ENSRNOT00000090913	ENSRNOG00000052181	Olr1751	olfactory receptor 1751 [Source:RGD Symbol;Acc:1333608]
ENSRNOP00000074842	ENSRNOT00000085476	ENSRNOG00000019634	Eif4e2	eukaryotic translation initiation factor 4E family member 2 [Source:RGD Symbol;Acc:1307790]
ENSRNOP00000074843	ENSRNOT00000091916	ENSRNOG00000054543	AC129004.1	
ENSRNOP00000074844	ENSRNOT00000043708	ENSRNOG00000030159	Senp17	Sumo1/sentrin/SMT3 specific peptidase 17 [Source:RGD Symbol;Acc:1303080]
ENSRNOP00000074845	ENSRNOT00000082129	ENSRNOG00000055008	AABR07021204.1	
ENSRNOP00000074846	ENSRNOT00000080066	ENSRNOG00000056582	Cpsf4l	cleavage and polyadenylation specific factor 4-like [Source:MGI Symbol;Acc:MGI:1277182]
ENSRNOP00000074847	ENSRNOT00000080148	ENSRNOG00000022007	Slc9c1	"solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:RGD Symbol;Acc:1309075]"
ENSRNOP00000074848	ENSRNOT00000091881	ENSRNOG00000053200	Dock10	dedicator of cytokinesis 10 [Source:RGD Symbol;Acc:1561963]
ENSRNOP00000074849	ENSRNOT00000085181	ENSRNOG00000057053	AC242890.1	
ENSRNOP00000074850	ENSRNOT00000083535	ENSRNOG00000013334	Clca5	chloride channel accessory 5 [Source:RGD Symbol;Acc:621100]
ENSRNOP00000074851	ENSRNOT00000086836	ENSRNOG00000018285	Kcna2	"potassium channel, voltage gated shaker related subfamily A, member 2 [Source:RGD Symbol;Acc:2950]"
ENSRNOP00000074852	ENSRNOT00000085125	ENSRNOG00000019534	Ap2a2	"adaptor-related protein complex 2, alpha 2 subunit [Source:RGD Symbol;Acc:71015]"
ENSRNOP00000074853	ENSRNOT00000081837	ENSRNOG00000057852	Cacng6	"calcium channel, voltage-dependent, gamma subunit 6 [Source:RGD Symbol;Acc:628806]"
ENSRNOP00000074854	ENSRNOT00000088313	ENSRNOG00000029212	Vcan	versican [Source:RGD Symbol;Acc:619940]
ENSRNOP00000074855	ENSRNOT00000082681	ENSRNOG00000002091	Gtf3c3	"general transcription factor IIIC, polypeptide 3 [Source:RGD Symbol;Acc:1309185]"
ENSRNOP00000074856	ENSRNOT00000089059	ENSRNOG00000061544	Spock2	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 [Source:RGD Symbol;Acc:1308568]"
ENSRNOP00000074857	ENSRNOT00000087888	ENSRNOG00000013577	Kdelr3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:RGD Symbol;Acc:1311536]
ENSRNOP00000074858	ENSRNOT00000084396	ENSRNOG00000020892	Dpf2	"D4, zinc and double PHD fingers family 2 [Source:RGD Symbol;Acc:1311699]"
ENSRNOP00000074859	ENSRNOT00000081590	ENSRNOG00000052545	LOC100909869	zinc finger protein 280B-like [Source:RGD Symbol;Acc:6501280]
ENSRNOP00000074860	ENSRNOT00000083555	ENSRNOG00000011068	Papss2	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:RGD Symbol;Acc:1307012]
ENSRNOP00000074861	ENSRNOT00000080313	ENSRNOG00000054426	Zfp704	zinc finger protein 704 [Source:RGD Symbol;Acc:1563869]
ENSRNOP00000074862	ENSRNOT00000081649	ENSRNOG00000027711	Usp32	ubiquitin specific peptidase 32 [Source:RGD Symbol;Acc:1306657]
ENSRNOP00000074863	ENSRNOT00000081746	ENSRNOG00000012576	Vimp	VCP-interacting membrane selenoprotein [Source:RGD Symbol;Acc:628897]
ENSRNOP00000074864	ENSRNOT00000086656	ENSRNOG00000023480	Nabp2	nucleic acid binding protein 2 [Source:RGD Symbol;Acc:1308158]
ENSRNOP00000074865	ENSRNOT00000083414	ENSRNOG00000016879	Ldlrad4	low density lipoprotein receptor class A domain containing 4 [Source:RGD Symbol;Acc:1587105]
ENSRNOP00000074866	ENSRNOT00000081776	ENSRNOG00000052348	Vpreb1	pre-B lymphocyte 1 [Source:RGD Symbol;Acc:1588558]
ENSRNOP00000074867	ENSRNOT00000080618	ENSRNOG00000054157	Nadk2	"NAD kinase 2, mitochondrial [Source:RGD Symbol;Acc:1306809]"
ENSRNOP00000074868	ENSRNOT00000079438	ENSRNOG00000055356	Olr1341	olfactory receptor 1341 [Source:RGD Symbol;Acc:1334385]
ENSRNOP00000074869	ENSRNOT00000091215	ENSRNOG00000054698	AABR07066792.1	
ENSRNOP00000074870	ENSRNOT00000082143	ENSRNOG00000030930	Samsn1	"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:RGD Symbol;Acc:620926]"
ENSRNOP00000074871	ENSRNOT00000078599	ENSRNOG00000053272	Chi3l1	chitinase 3-like 1 (cartilage glycoprotein-39) [Source:RGD Symbol;Acc:620874]
ENSRNOP00000074872	ENSRNOT00000091027	ENSRNOG00000013027	Rgl3	ral guanine nucleotide dissociation stimulator-like 3 [Source:RGD Symbol;Acc:1309756]
ENSRNOP00000074873	ENSRNOT00000086232	ENSRNOG00000056596	Alas1	5'-aminolevulinate synthase 1 [Source:RGD Symbol;Acc:68392]
ENSRNOP00000074874	ENSRNOT00000079426	ENSRNOG00000061350	Olr307	olfactory receptor 307 [Source:RGD Symbol;Acc:1334216]
ENSRNOP00000074875	ENSRNOT00000079672	ENSRNOG00000004544	Ube2e3	ubiquitin-conjugating enzyme E2E 3 [Source:RGD Symbol;Acc:1308894]
ENSRNOP00000074876	ENSRNOT00000079625	ENSRNOG00000059442	Pde12	phosphodiesterase 12 [Source:RGD Symbol;Acc:1310975]
ENSRNOP00000074877	ENSRNOT00000081595	ENSRNOG00000016244	Mical2	"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:RGD Symbol;Acc:1311773]"
ENSRNOP00000074878	ENSRNOT00000078185	ENSRNOG00000058034	AABR07020815.1	
ENSRNOP00000074879	ENSRNOT00000083676	ENSRNOG00000010094	Kcnmb2	potassium channel subfamily M regulatory beta subunit 2 [Source:RGD Symbol;Acc:631398]
ENSRNOP00000074880	ENSRNOT00000091596	ENSRNOG00000036839	Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1 [Source:RGD Symbol;Acc:69234]
ENSRNOP00000074881	ENSRNOT00000078921	ENSRNOG00000056574	Tigit	T cell immunoreceptor with Ig and ITIM domains [Source:RGD Symbol;Acc:1563191]
ENSRNOP00000074882	ENSRNOT00000082484	ENSRNOG00000051965	Smad4	SMAD family member 4 [Source:RGD Symbol;Acc:3033]
ENSRNOP00000074883	ENSRNOT00000091609	ENSRNOG00000053518	Zscan26	zinc finger and SCAN domain containing 26 [Source:RGD Symbol;Acc:727885]
ENSRNOP00000074884	ENSRNOT00000083144	ENSRNOG00000060052	LOC102556253	tudor domain-containing protein 15-like [Source:RGD Symbol;Acc:7716193]
ENSRNOP00000074885	ENSRNOT00000079554	ENSRNOG00000052469	Bmpr1a	"bone morphogenetic protein receptor, type IA [Source:RGD Symbol;Acc:70989]"
ENSRNOP00000074886	ENSRNOT00000086948	ENSRNOG00000056221	Frmpd3	FERM and PDZ domain containing 3 [Source:RGD Symbol;Acc:1563753]
ENSRNOP00000074887	ENSRNOT00000080485	ENSRNOG00000017405	Raly	RALY heterogeneous nuclear ribonucleoprotein [Source:RGD Symbol;Acc:1307228]
ENSRNOP00000074888	ENSRNOT00000083912	ENSRNOG00000042369	RGD1564614	similar to complement factor H-related protein [Source:RGD Symbol;Acc:1564614]
ENSRNOP00000074889	ENSRNOT00000078642	ENSRNOG00000057643	Klri2	killer cell lectin-like receptor family I member 2 [Source:RGD Symbol;Acc:1359205]
ENSRNOP00000074890	ENSRNOT00000091171	ENSRNOG00000011884	Golga2	golgin A2 [Source:RGD Symbol;Acc:620282]
ENSRNOP00000074891	ENSRNOT00000089063	ENSRNOG00000061747	AABR07011744.1	
ENSRNOP00000074892	ENSRNOT00000081678	ENSRNOG00000010889	Fbxw7	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase [Source:RGD Symbol;Acc:2321145]"
ENSRNOP00000074893	ENSRNOT00000081337	ENSRNOG00000055375	AABR07065837.1	
ENSRNOP00000074894	ENSRNOT00000087369	ENSRNOG00000053022	Olr1616	olfactory receptor 1616 [Source:RGD Symbol;Acc:1333242]
ENSRNOP00000074895	ENSRNOT00000085730	ENSRNOG00000061868	Kbtbd12	kelch repeat and BTB (POZ) domain containing 12 [Source:RGD Symbol;Acc:1585999]
ENSRNOP00000074896	ENSRNOT00000084709	ENSRNOG00000045558	Cd34	CD34 molecule [Source:RGD Symbol;Acc:1306863]
ENSRNOP00000074897	ENSRNOT00000086579	ENSRNOG00000057404	Slc47a1	"solute carrier family 47 (multidrug and toxin extrusion), member 1 [Source:RGD Symbol;Acc:1311123]"
ENSRNOP00000074898	ENSRNOT00000007487	ENSRNOG00000005681	RGD1566078	similar to NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (Sperm specific antigen 1) [Source:RGD Symbol;Acc:1566078]
ENSRNOP00000074899	ENSRNOT00000086297	ENSRNOG00000059615	Exoc6b	exocyst complex component 6B [Source:RGD Symbol;Acc:1560638]
ENSRNOP00000074900	ENSRNOT00000091190	ENSRNOG00000016069	Cd3e	"CD3 molecule, epsilon [Source:RGD Symbol;Acc:1309222]"
ENSRNOP00000074901	ENSRNOT00000078031	ENSRNOG00000001158	Abcg1	"ATP-binding cassette, subfamily G (WHITE), member 1 [Source:RGD Symbol;Acc:620294]"
ENSRNOP00000074902	ENSRNOT00000088651	ENSRNOG00000053945	Daam2	dishevelled associated activator of morphogenesis 2 [Source:MGI Symbol;Acc:MGI:1923691]
ENSRNOP00000074903	ENSRNOT00000090603	ENSRNOG00000016871	Prl8a5	"prolactin family 8, subfamily a, member 5 [Source:RGD Symbol;Acc:708348]"
ENSRNOP00000074904	ENSRNOT00000079636	ENSRNOG00000058275	Spef2	sperm flagellar 2 [Source:RGD Symbol;Acc:620450]
ENSRNOP00000074905	ENSRNOT00000088348	ENSRNOG00000057397	AABR07071701.1	
ENSRNOP00000074906	ENSRNOT00000089339	ENSRNOG00000016550	Dclk2	doublecortin-like kinase 2 [Source:RGD Symbol;Acc:1308384]
ENSRNOP00000074907	ENSRNOT00000081015	ENSRNOG00000050233	Cchcr1	coiled-coil alpha-helical rod protein 1 [Source:RGD Symbol;Acc:1302992]
ENSRNOP00000074908	ENSRNOT00000082564	ENSRNOG00000032798	Slco3a1	"solute carrier organic anion transporter family, member 3a1 [Source:RGD Symbol;Acc:620227]"
ENSRNOP00000074909	ENSRNOT00000079880	ENSRNOG00000054539	Hist1h2ail1	"histone cluster 1, H2ai-like1 [Source:RGD Symbol;Acc:1311554]"
ENSRNOP00000074910	ENSRNOT00000079626	ENSRNOG00000049259	LOC102549842	zinc finger protein 91-like [Source:RGD Symbol;Acc:7600894]
ENSRNOP00000074911	ENSRNOT00000079177	ENSRNOG00000022698	Vsig10	V-set and immunoglobulin domain containing 10 [Source:RGD Symbol;Acc:1565800]
ENSRNOP00000074912	ENSRNOT00000089345	ENSRNOG00000011774	Fblim1	filamin binding LIM protein 1 [Source:RGD Symbol;Acc:1359551]
ENSRNOP00000074913	ENSRNOT00000090013	ENSRNOG00000039954	RGD1308751	similar to Cathepsin L precursor (Major excreted protein) (MEP) [Source:RGD Symbol;Acc:1308751]
ENSRNOP00000074914	ENSRNOT00000079639	ENSRNOG00000059344	Tpcn1	two pore segment channel 1 [Source:RGD Symbol;Acc:708494]
ENSRNOP00000074915	ENSRNOT00000088654	ENSRNOG00000060325	Lefty2	Left-right determination factor 2 [Source:RGD Symbol;Acc:1359679]
ENSRNOP00000074916	ENSRNOT00000091129	ENSRNOG00000024711	Sdk2	sidekick cell adhesion molecule 2 [Source:RGD Symbol;Acc:1310397]
ENSRNOP00000074917	ENSRNOT00000082879	ENSRNOG00000026864	LOC690784	hypothetical protein LOC690783 [Source:RGD Symbol;Acc:1592184]
ENSRNOP00000074918	ENSRNOT00000084698	ENSRNOG00000011168	Micu2	mitochondrial calcium uptake 2 [Source:RGD Symbol;Acc:619739]
ENSRNOP00000074919	ENSRNOT00000078317	ENSRNOG00000014289	Arpc2	"actin related protein 2/3 complex, subunit 2 [Source:RGD Symbol;Acc:1305848]"
ENSRNOP00000074920	ENSRNOT00000081193	ENSRNOG00000059455	AABR07051348.1	
ENSRNOP00000074921	ENSRNOT00000080077	ENSRNOG00000021682	Dcakd	dephospho-CoA kinase domain containing [Source:RGD Symbol;Acc:1359211]
ENSRNOP00000074922	ENSRNOT00000091278	ENSRNOG00000061094	LOC100360296	BRCA2-interacting protein-like [Source:RGD Symbol;Acc:2322455]
ENSRNOP00000074923	ENSRNOT00000087830	ENSRNOG00000056670	AABR07000902.1	
ENSRNOP00000074924	ENSRNOT00000078660	ENSRNOG00000051471	AABR07063346.1	
ENSRNOP00000074925	ENSRNOT00000083864	ENSRNOG00000003825	Wdr75	WD repeat domain 75 [Source:RGD Symbol;Acc:1564869]
ENSRNOP00000074926	ENSRNOT00000082630	ENSRNOG00000058001	AC131024.1	
ENSRNOP00000074927	ENSRNOT00000084049	ENSRNOG00000033202	Fbxo41	F-box protein 41 [Source:RGD Symbol;Acc:1566130]
ENSRNOP00000074928	ENSRNOT00000086570	ENSRNOG00000052003	Mkrn2os	MKRN2 opposite strand [Source:RGD Symbol;Acc:2320714]
ENSRNOP00000074929	ENSRNOT00000083601	ENSRNOG00000036692	Gcgr	glucagon receptor [Source:RGD Symbol;Acc:2669]
ENSRNOP00000074930	ENSRNOT00000082680	ENSRNOG00000010478	LOC299282	Serine protease inhibitor [Source:RGD Symbol;Acc:3745]
ENSRNOP00000074931	ENSRNOT00000078070	ENSRNOG00000053201	Gpcpd1	glycerophosphocholine phosphodiesterase 1 [Source:RGD Symbol;Acc:735140]
ENSRNOP00000074932	ENSRNOT00000085427	ENSRNOG00000053312	AABR07065656.4	
ENSRNOP00000074933	ENSRNOT00000085621	ENSRNOG00000008566	Mrpl15	mitochondrial ribosomal protein L15 [Source:RGD Symbol;Acc:1304796]
ENSRNOP00000074934	ENSRNOT00000077338	ENSRNOG00000054189	AABR07028157.1	
ENSRNOP00000074935	ENSRNOT00000078473	ENSRNOG00000008465	Tmem176b	transmembrane protein 176B [Source:RGD Symbol;Acc:708403]
ENSRNOP00000074936	ENSRNOT00000090500	ENSRNOG00000046022	LOC100911453	methylosome protein 50-like [Source:RGD Symbol;Acc:6492663]
ENSRNOP00000074937	ENSRNOT00000087356	ENSRNOG00000057756	Osbpl2	oxysterol binding protein-like 2 [Source:RGD Symbol;Acc:1311312]
ENSRNOP00000074938	ENSRNOT00000086924	ENSRNOG00000003144	Gprc5c	"G protein-coupled receptor, class C, group 5, member C [Source:RGD Symbol;Acc:1311408]"
ENSRNOP00000074939	ENSRNOT00000086011	ENSRNOG00000018078	Olr37	olfactory receptor 37 [Source:RGD Symbol;Acc:1332982]
ENSRNOP00000074940	ENSRNOT00000088676	ENSRNOG00000016367	Vasp	vasodilator-stimulated phosphoprotein [Source:RGD Symbol;Acc:1311542]
ENSRNOP00000074941	ENSRNOT00000083233	ENSRNOG00000010676	Smarce1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:RGD Symbol;Acc:1304726]"
ENSRNOP00000074942	ENSRNOT00000091206	ENSRNOG00000018289	Park7	parkinson protein 7 [Source:RGD Symbol;Acc:621808]
ENSRNOP00000074943	ENSRNOT00000084771	ENSRNOG00000000501	Zfp523	zinc finger protein 523 [Source:RGD Symbol;Acc:1306239]
ENSRNOP00000074944	ENSRNOT00000085778	ENSRNOG00000018350	Shtn1	shootin 1 [Source:RGD Symbol;Acc:1311558]
ENSRNOP00000074945	ENSRNOT00000090478	ENSRNOG00000020867	Numbl	numb homolog (Drosophila)-like [Source:RGD Symbol;Acc:1307579]
ENSRNOP00000074946	ENSRNOT00000079824	ENSRNOG00000056756	Actn1	"actinin, alpha 1 [Source:RGD Symbol;Acc:70907]"
ENSRNOP00000074947	ENSRNOT00000082896	ENSRNOG00000058024	AABR07029470.2	
ENSRNOP00000074948	ENSRNOT00000086187	ENSRNOG00000024101	Phkb	"phosphorylase kinase, beta [Source:RGD Symbol;Acc:620186]"
